ID;UserID;timestamp;isVisible;version;changesetID;nodes;tags
W26659127;55988;2010-03-16T11:47:08Z;true;5;4142606;"[N298884269,N298884272,N261728686]";"[name=Pastower Straße,highway=unclassified]"
